,dataid,status,foundation_pier_beam,foundation_slab,spend_time_at_home_none,spend_time_at_home_monday,spend_time_at_home_tuesday,spend_time_at_home_wednesday,spend_time_at_home_thursday,spend_time_at_home_friday,ethnicity_asian_pacific_islander,ethnicity_black_african_american,ethnicity_caucasian_other_than_hispanic_or_latino,ethnicity_hispanic_or_latino,ethnicity_native_american_alaska_native,ethnicity_other,ethnicity_decline,residents_under_5,residents_6_to_12,residents_13_to_18,residents_19_to_24,residents_25_to_34,residents_35_to_49,residents_50_to_64,residents_65_and_older,education_level,total_annual_income,pv_system_own,pv_system_size,pv_system_reason,pv_system_satisfied,pv_system_features_liked,pv_system_surprising_features,pv_system_questions_asked,pv_neg_factors_too_expensive,pv_neg_factors_uncertainty,pv_neg_factors_ugly,pv_neg_factors_resale_value_concerns,pv_neg_factors_none,pv_neg_factors_other,pv_pos_factors_independence,pv_pos_factors_no_emissions,pv_pos_rate_increase_protection,pv_pos_factors_none,pv_pos_factors_other,additional_solar_future,additional_solar_size,retrofits,retrofits_weather,hvac_sealed_duct_leak,energy_efficient_windows,new_hvac,added_space,new_dishwasher,new_clotheswasher,new_clothesdryer,new_refrigerator,new_oven,other_changes,hvac_central_air_gas_furnace,hvac_central_air_electric_heating,heat_pump_split,hvac_geothermal_heat_pump,hvac_window_unit_ac,hvac_ductless_minisplit,hvac_no_ans,ac_compressor_num,temp_setting_weekday_workday_sumr,temp_setting_weekday_morning_sumr,temp_setting_weekday_evening_sumr,temp_setting_weekday_sleeping_hr_sumr,temp_setting_weekend_daylight_sumr,temp_setting_weekday_workday_wintr,temp_setting_weekday_morning_wintr,temp_setting_weekday_evening_wintr,temp_setting_sleeping_hr_wintr,temp_setting_weekend_daylight_wintr,thermostat_brand,thermostat_is_programmable,thermostat_programming_level,any_annual_ac_svc,electronic_device_cable_box_number,electronic_device_dvr_number,electronic_device_router_number,electronic_device_gaming_sys_number,electronic_device_other,water_heater_type,water_heater_type_other,any_electric_vehicle,electric_vehicle_year,electric_vehicle_make,electric_vehicle_model,vehicle_chargn_home,vehicle_chargn_level2ev,vehicle_chargn_public,vehicle_chargn_work,vehicle_chargn_work_avail,vehicle_chargn_time,electric_vehicle_satisfied,electric_vehicle_features_liked,electric_vehicle_buy_reason_envir,electric_vehicle_buy_reason_save_money,electric_vehicle_buy_reason_new_tech_interest,electric_vehicle_buy_reason_performance,electric_vehicle_buy_reason_quietness,electric_vehicle_buy_reason_other_recommended,electric_vehicle_buy_again,any_family_frnd_living,any_family_frnd_living_details,have_dishwasher,have_clotheswasher_front_load,have_clotheswasher_top_load,have_water_softner,have_icemaker,have_swimming_pool,have_hot_tub,have_outdoor_sprinkler,have_landscape_water_feature,have_automated_drip_irrigation,have_water_garden,have_other_water_using_appliance,water_activity_watering_plants,water_activity_wash_vehicle,water_activity_wash_house_exterior,water_activity_other,water_line_broke_by_u,water_line_broke_by_someone,water_line_broke_by_u2,water_line_broke_by_someone2,low_level_water_leak_discovered_by_u,low_level_water_leak_discovered_by_someone,continuous_water_flow_discovered_by_you,continuous_water_flow_discovered_by_someone,continuous_water_flow_discovered_by_u2,continuous_water_flow_discovered_by_someone2,water_leak_caused_financial_cost,collect_water_rain,collect_water_rain_way,collect_water_rain_way_other,any_water_utility_prog_particiaption_no,any_water_utility_prog_particiaption_yes_rebates,any_water_utility_prog_particiaption_yes_coupons,any_water_utility_prog_particiaption_yes_consults,any_water_utility_prog_particiaption_other,any_water_utility_prog_particiaption_other2,any_irrigation_audit,any_water_conserve_prog,any_water_conserve_prog_useful,energy_saving_led,energy_saving_attic_insulation,energy_saving_efficient_windows,energy_saving_efficient_furnace,energy_saving_efficient_ac,energy_saving_efficient_water_heater,energy_saving_efficient_thermostat,energy_saving_add_caulking,energy_saving_replace_showerhead,energy_saving_renewable_sys,energy_saving_other,energy_spending_general_approach1,energy_spending_general_approach2,energy_spending_general_approach3,energy_development_oil,energy_development_wind,energy_development_natural_gas,energy_development_natural_gas_shale,energy_development_nuclear,energy_development_coal,energy_development_solar,energy_development_hydropower,energy_development_bioenergy,can_reduce_energy_consumption,know_steps_reduce_energy_consumption,cannot_reduce_energy_consumption,individual_responsible_energy_reduce,energy_reduce_regulation,energy_reduce_risky,can_lower_energy_use,energy_reduce_other_ways
131,5026,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,0,2,0,0,College graduate,"$150,000 - $299,000",No,,,,,,,,,Don't like the way they look,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,,,,Installed new HVAC system,,Installed a new dishwasher,,,,,,,Central air system with electric heating,,,,,,1,75,75,75,73,75,70,70,70,66,70,Nest,Yes,Easy,No,2,None,1,None,"Clocks, refrigerator",Gas - tank,,,,,,,,,,Yes,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),Swimming pool,,,,,,,Hand watering plants,,,,You,,,,,,You,,,,,No,,,No,,,,,,No,No,,,,,,,,,,,,,,Strongly agree,Slightly agree,Strongly support,Strongly support,Slightly support,Neither,Neither,Slightly oppose,Strongly support,Strongly support,Neither,Strongly agree,Slightly agree,Slightly agree,Neither,Neither,Strongly disagree,Strongly agree,
132,5060,Complete,Pier and beam,Slab,none,,,,,,,,Caucasian,,,,,2,,,,,2,,,College graduate,,No,,,,,,,Too expensive,,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,,,Installed more energy efficient windows,Installed new HVAC system,1100 sf addition,,,,,,,Split system with gas furnace,,,,,,,2,82,78,78,78,78,65,70,69,70,69,Nest,Yes,Moderately difficult,No,None,None,1,None,"Sonos audio speaker, plugged in all the time.",Other - Write In,Gas tank and also gas tankless,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,,,,,,,,,Hand watering plants,,,hose end sprinkler,,Someone you know,,Someone you know,,Someone you know,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,,,Slightly disagree,Slightly agree,Slightly agree,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Strongly oppose,Strongly oppose,Strongly support,Slightly support,Slightly support,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,
133,5085,Complete,,,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,4,0,0,0,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,Too expensive,,,,,,Independence from the utility,,,,,No,,No,,,,,,,,,,,,,Central air system with electric heating,,,,,,1,75,75,75,75,75,"Off, or do not have heating system","Off, or do not have heating system","Off, or do not have heating system","Off, or do not have heating system","Off, or do not have heating system",??,Yes,Moderately difficult,Yes,None,None,1,None,,Electric - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),Swimming pool,,,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,,Replace showerhead with water-efficient model,,,Slightly agree,Strongly agree,Strongly agree,Neither,Slightly support,Slightly support,Slightly support,Neither,Neither,Strongly support,Slightly support,Slightly support,Neither,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neither,Slightly agree,
134,5089,Complete,,Slab,none,,,,,,,,Caucasian,,,,,,,,,1,,2,,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,Too expensive,,,,,,,Emission-free electricity,,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",,,,,Installed a new dishwasher,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,,solar block window screens,Split system with gas furnace,,,,,,,2,82,76,76,85,76,65,70,70,65,70,,Yes,Easy,No,1,1,1,None,electric clocks are on 24/7. Microwave is plugged in with timer on. Two computers are on most of the time. ,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,You,,You,,,,"seal in 2nd story tub went bad and flooded garage. Washing machine seal went bad and flooded the downstairs carpet.  The former required major repairs, the latter required new carpet. ",,,,No,,,,,,No,Yes,watched one on TV about running irrigation early in am to save on water,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,,Install high-efficiency air conditioner,,Install a smart thermostat,,,,,Slightly disagree,Slightly agree,Slightly agree,Slightly oppose,Strongly support,Slightly oppose,Strongly oppose,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Slightly disagree,Neither,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,"I'm unsure of the small things we can do in the home to conserve energy. We are aware of those things that cost a lot of money (solar panels, electric cars), but there are likely other measures that would also help reduce our carbon footprint. "
135,5109,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,1,,,,1,1,,Postgraduate degree,"$300,000 - $1,000,000",Yes,6,to understand the technology,Somewhat satisfied,,,,,,,,,,,,,,,Yes,3.5,No,,,,,,,,,,,,,,Heat Pump,Geothermal heat pump,,,,1,77,77,77,77,77,74,74,74,74,74,"Nest for air source HP, Honeywell for geothermal HP",Yes,Moderately difficult,No,5 or more,2,1,None,,Other - Write In,solar,Yes,2013,chevy,volt,100%,,,,No,When I arrive home,Neutral,Environmental and societal benefits,Environmental benefit,Saving money on gasoline,Interest in new technologies,,Quietness,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,pond pump,Hand watering plants,Hand washing vehicles,,,You,,,,,,,,,,old pipes,Yes,Rain barrel,,,Yes - rebates,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,,,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Neither,Neither,Strongly oppose,Strongly support,Neither,Neither,Neither,Strongly oppose,Strongly support,Neither,Neither,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,my wife's energy and water consumption behavior do not necessarily match mine.
136,5218,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,0,0,1,0,College graduate,"$300,000 - $1,000,000",Yes,5.5,When I bought this house I had solar in mind. I wanted a house who's back side faced south with no overhanging trees. Once I got my business off the ground and could afford it I did the installation.  Tax credits and utility incentives were crucial.,Very,Care free,Does 100% of my needs and the payback under 4 years,"Everyone is interested but once I tell them the orientation, solar accessibility and roof capacity needed the vast majority can't take advantage.",,,,,,,,,,,,No,,No,,,,,,,,,,,,,,Heat Pump,,,Mini-split system,,2,76,76,75,68,76,68,68,70,65,70,carrier,No,Haven't tried,Yes,2,1,1,,no,Gas - tankless,,No,,,,,,,,No,,,,,,,,,,No,Yes,A lfreind spends weekends and one night a week,Dishwashing machine,Clothes washing machine that is front loading,,,,,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,Hand washing vehicles,Pressure washing exterior structures or sidewalks,,,,You,Someone you know,,,You,Someone you know,You,Someone you know,Broken supply line Broken irrigation line caused by a freeze.,No,,,No,,,,,,Yes,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,,,Install a renewable energy system )e.g. PV solar cells and battery storage),"removed fireplace, covered porch on south side",Strongly agree,Slightly agree,Strongly agree,Strongly oppose,Slightly support,Slightly support,Strongly oppose,Neither,Strongly oppose,Slightly support,Strongly support,Strongly oppose,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,The two HVAC systems I have consist of one central system and a mini-split for my master. Only the master is set for 68 at night the rest of the house is 76. I would set back temperatures more aggressively but I don't have an electric bill. My heat pump is duel fuel with natural gas hydronic backup.  
137,5246,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,2,,,,2,,,College graduate,"$150,000 - $299,000",Yes,6.2,"rebates, rebates, rebates i grew up in a house that took advantage of solar power and solar water heating.  its a no brainer if the return on investment is reasonable which the trio of rebates/incentives made it the case for us",Very,reduced energy bill care free,I have shared the findings of the pecan street study that correlates late afternoon solar power from west facing panels and the highest energy usage within a household,rebates cost energy bill number of months where our generation exceeds our usage,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,75,72,72,70,75,68,68,70,66,68,the one's that were a part of the sony/pecan street program (POS),Yes,Moderately difficult,No,1,1,1,1,,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,,,,exterior window shades to reduce direct sunlight on our west facing windows,Slightly disagree,Slightly agree,Slightly agree,Slightly support,Strongly support,Slightly support,Slightly oppose,Slightly support,Strongly oppose,Strongly support,Slightly support,Strongly support,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,
138,5271,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,,,,,,Trees shade the roof,,Emission-free electricity,,,,No,,Yes,,,Installed more energy efficient windows,,,Installed a new dishwasher,,,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,,,,,,1,75,75,75,73,75,,,,,,Honeywell,Yes,Easy,No,2,1,1,None,,Gas - tank,,Yes,2014,Chevrolet,Volt,0%,100%,0%,0%,No,When I arrive home,Very satisfied,Environmental and societal benefits,Environmental benefit,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,,,,Install a smart thermostat,,Replace showerhead with water-efficient model,,,Strongly agree,Strongly agree,Strongly agree,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,Neither,Strongly oppose,Strongly support,Neither,Slightly oppose,,,,,,,,
139,5288,Complete,,Slab,,,,,,,,,,Hispanic,,,,,,,,0,,2,,College graduate,"$100,000 - $149,999",No,,,,,,,,,,,,Waiting for Elon Musk\'s tiles,,,,,Ecological and financial,Yes,Don't know,No,,,,,,,,,,,,,Central air system with electric heating,,,,,,2,76,78,76,76,75,68,70,68,64,66,Nest,Yes,Easy,Yes,3,1,1,None,One laptop,Gas - tankless,,No,,,,,,,,Yes,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),Swimming pool,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,You,,,,,No,,,No,,,,,,Yes,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,,,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,Special paint cover on attic,Slightly disagree,Slightly agree,Neither,Strongly oppose,Slightly support,Neither,Strongly oppose,Neither,Strongly oppose,Strongly support,Slightly support,Strongly support,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,
140,7875,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,1,2,,,,2,,,College graduate,"$300,000 - $1,000,000",Yes,5,Cost effective,Very,Cost effective,,Cost effective,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,Heat Pump,,,,,1,73,73,73,73,73,73,73,73,73,73,Carrier,No,Haven't tried,No,None,1,1,None,Apple TV,Electric - tankless,,Yes,2016,Tesla,S,0%,100%,0%,0%,No,I manually delay the time I start charging my vehicle,Very satisfied,"Power, speed, performance",Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,,,,None,You,,You,,,,,,,,,No,,,No,,,,,,No,No,,,,,,,,,,,,My home has a 4 star rating,Strongly agree,Slightly agree,Strongly agree,Slightly oppose,Strongly support,Slightly support,Slightly support,Neither,Strongly oppose,Strongly support,Strongly support,Slightly support,Slightly agree,Strongly agree,Slightly disagree,Neither,Slightly disagree,Strongly disagree,Strongly agree,
141,5317,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,Hispanic,,,,0,0,0,0,0,2,0,0,Postgraduate degree,"$100,000 - $149,999",No,,,,,,,,Not sure how much I would benefit,,,,,Independence from the utility,,Protection against future utility rate increases,,,No,,No,,,,,,,,,,,,,,Heat Pump,,,,,1,73,73,73,71,73,,,,,,Hive,No,Haven't tried,No,1,1,1,1,,Gas - tankless,,No,,,,,,,,I work from home,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,Hand washing vehicles,,,,,,,You,,,,,,We had a small leak when we first bought our home that we were not aware of for several months.  This resulted in rotten wood under our sink with a bit of mold remediation that was also necessary.  The builder repaired the damage at no cost.  ,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,,,,,Slightly disagree,Neither,Neither,Neither,Strongly support,Slightly support,Slightly support,Strongly oppose,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,Neither,Strongly disagree,Strongly disagree,"A lot of energy use is not captured by this survey and has more to do with VMT.  Regulations can have a great deal of impact on societies overall VMT by promoting more walkability and closer connectivity to places people live, work and play in.  "
142,5322,Complete,,Slab,none,,,,,,,,,,,,Decline to Respond,0,1,2,2,,2,,,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,,,,,,Don\'t want another maintenance item.,Independence from the utility,,,,,No,,Yes,,,,Installed new HVAC system,,,Installed a new clothes-washer,,,,,,Central air system with electric heating,,,,Mini-split system,,3,78,79,77,77,78,65,65,65,65,65,Unknown,,,No,None,1,1,2,VCR Cassette Recorder.  PC laptop.  Security System.,Electric - tank,,No,,,,,,,,,,,,,,,,,,,Yes,Two sons at college.  Home for summer and breaks.,,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,Hand washing vehicles,,Water Farm Animals,,Someone you know,,Someone you know,,Someone you know,You,Someone you know,,Someone you know,,Yes,Other - Write In,buckets and wash tub,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,Install high-efficiency air conditioner,,,,Replace showerhead with water-efficient model,,Turn thermostats up at night.,Slightly disagree,Slightly agree,Neither,Strongly support,Slightly support,Strongly support,Strongly support,Slightly oppose,Slightly support,Strongly oppose,Neither,Strongly support,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,
143,5357,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,0,2,0,2,Postgraduate degree,"$300,000 - $1,000,000",Yes,15 kW,believe in solar ,Very,"It is easy, noiseless, out of sight, and does incredibly well! It is generally hassle free and is an investment that gives back long after it has paid for itself.","You need a lot to power a house.  Which makes you realize that we all need our own generating station, observe it and realize how much we actually use.  ","Others always want to know when does it pay for itself?  I always say that is the wrong question to ask. When does your car pay for itself?  And what is that investment at the end of, say, 10 years?  With solar panels after 10 years, long after it has paid for itself, you still have a productive roof....  ",,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,Geothermal heat pump,,,,,75,75,75,78,75,70,70,72,68,70,Honewell,Yes,Moderately difficult,No,4,None,1,None,,Gas - tank,,Yes,2016,Nissan ,Leaf,,100%,0%,0%,I work from home,I have pre-set a delayed charge through my vehicle's telematics service (e.g. OnStar for Volts and CarWings for Leafs),Very satisfied,"Power, speed, performance",,,Interest in new technologies,,,,Yes,Yes,mother in law (99) 100% of time,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),Swimming pool,,,Landscape water feature with water pump,Automated drip irrigation,Water garden or pond,,Hand watering plants,,,,You,,You,,,,,,,,,Yes,Large cistern,,No,,,,,,Yes,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,,,,,Strongly agree,Strongly agree,Strongly agree,,Strongly support,Neither,Neither,Neither,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neither,Neither,Would you consider a battery storage system? 
144,5371,Complete,Pier and beam,,,,,,,Friday,,,Caucasian,,,,,0,0,0,0,0,1,0,0,Postgraduate degree,"$100,000 - $149,999",No,,,,,,,Too expensive,,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",,,,,,,,,,,Split system with gas furnace,,,,,,,1,80,77,77,76,77,64,66,66,64,66,Nest,Yes,Easy,No,None,None,2,1,"2 air cleaners, 1 desktop computer",Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,,,,,,,,,Hand watering plants,,,,,,,,,,,,You,,"This was at my previous address, but the City fixed a sidewalk in front of my house and left a very slow leak on a front spigot that I didn't discover until I got a big bill.",No,,,No,,,,,,No,Yes,"The dropcounter and info on the utility bill are helpful, but the amounts seem to jump up and down, which I find odd, because my habits are very consistent.",Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,,,,Install a smart thermostat,,Replace showerhead with water-efficient model,,,Strongly agree,Slightly agree,Strongly agree,Slightly oppose,Strongly support,Strongly support,Strongly oppose,Slightly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Neither,"As my older appliances reach end of life, I will replace with more efficient ones, but I can't afford to be wasteful and just get rid of something that's working until it is necessary. I wish I could afford solar now, but I can't. I know prices will keep coming down."
